prompt	ground_truth	candidate
walk around right thrice and run left thrice ->	" turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn left run turn left run turn left run
"	 turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn left run turn left run turn left run
walk around right thrice and walk right thrice ->	" turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
"	 turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk walk
jump left thrice after run around right thrice ->	" turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn left jump turn left jump turn left jump
"	 turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn left jump turn left jump turn left jump
jump left thrice and walk around left thrice ->	" turn left jump turn left jump turn left jump turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
"	 turn left jump turn left jump turn left jump turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
walk around right thrice after run left thrice ->	" turn left run turn left run turn left run turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
"	 turn left run turn left run turn left run turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
jump around left thrice and walk opposite right twice ->	" turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn right turn right walk turn right turn right walk
"	 turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn right turn right walk turn right turn right walk
walk around left thrice after run left thrice ->	" turn left run turn left run turn left run turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
"	 turn left run turn left run turn left run turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
turn opposite right thrice after jump around left thrice ->	" turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn right turn right turn right turn right turn right turn right
"	 turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn right turn right turn right turn right turn right turn right
jump left thrice after look around left thrice ->	" turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left jump turn left jump turn left jump
"	 turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left jump turn left jump turn left jump
jump opposite left twice and walk around left thrice ->	" turn left turn left jump turn left turn left jump turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
"	 turn left turn left jump turn left turn left jump turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
look opposite right twice and walk around right thrice ->	" turn right turn right look turn right turn right look turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
"	 turn right turn right look turn right turn right look turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
look opposite right twice after look around left thrice ->	" turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn right turn right look turn right turn right look
"	 turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn right turn right look turn right turn right look
run left thrice after run around right thrice ->	" turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn left run turn left run turn left run
"	 turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn left run turn left run turn left run
run opposite left twice after look around right thrice ->	" turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn left turn left run turn left turn left run
"	 turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn left turn left run turn left turn left run
run around right thrice after run left thrice ->	" turn left run turn left run turn left run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run
"	 turn left run turn left run turn left run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run
walk right thrice and walk around left thrice ->	" turn right walk turn right walk turn right walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
"	 turn right walk turn right walk turn right walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
walk left thrice after jump around left thrice ->	" turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left walk turn left walk turn left walk
"	 turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left walk turn left walk turn left walk
run opposite left twice and look around left thrice ->	" turn left turn left run turn left turn left run turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look
"	 turn left turn left run turn left turn left run turn left turn left look turn left turn left look turn left turn left look turn left turn left look turn left turn left look turn left turn left look
walk around left thrice and look right thrice ->	" turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn right look turn right look turn right look
"	 turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn right look turn right look turn right look
turn around right twice after run around right thrice ->	" turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right turn right turn right turn right turn right turn right turn right turn right
"	 turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right turn right turn right turn right turn right turn right turn right turn right
walk around left after jump around right thrice ->	" turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn left walk turn left walk turn left walk turn left walk
"	 turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn left walk turn left walk turn left walk turn left walk
walk around right twice after walk around left twice ->	" turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
"	 turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
turn around left twice and jump around right thrice ->	" turn left turn left turn left turn left turn left turn left turn left turn left turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
"	 turn left turn left turn left turn left turn left turn left turn left turn left turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
look around right twice after walk around left twice ->	" turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look
"	 turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn right look turn right look turn right look turn right look turn right look turn right look
walk around right after look around right thrice ->	" turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right walk turn right walk turn right walk turn right walk
"	 turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right walk turn right walk turn right walk turn right walk
run around left thrice and jump around left ->	" turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left jump turn left jump turn left jump turn left jump
"	 turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left jump turn left jump turn left jump turn left jump
look around left twice and jump around right twice ->	" turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
"	 turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
look around right twice after run around left twice ->	" turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look
"	 turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn right turn right look turn right look turn right look turn right look turn right look turn right look turn right look
look around right thrice and turn around right twice ->	" turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right turn right turn right turn right turn right turn right turn right turn right
"	 turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right
run around right twice and walk around right twice ->	" turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
"	 turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right walk turn right walk turn right walk turn right walk
walk around left thrice after walk around right ->	" turn right walk turn right walk turn right walk turn right walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
"	 turn right walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
look around right twice and look around right twice ->	" turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look
"	 turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look
walk around left thrice and jump around left ->	" turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left jump turn left jump turn left jump turn left jump
"	 turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left jump turn left jump turn left jump turn left jump
jump around right thrice and look around right ->	" turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right look turn right look turn right look turn right look
"	 turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right look turn right look turn right look turn right look
jump around left after jump around left thrice ->	" turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump
"	 turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump
walk around left twice and look around right twice ->	" turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look
"	 turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn right look turn right look turn right look turn right look turn right look turn right look turn right look
walk around right twice and look around right twice ->	" turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look
"	 turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right look turn right look turn right look turn right look turn right look
look around right after run around right thrice ->	" turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right look turn right look turn right look turn right look
"	 turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right look turn right look turn right look turn right look
look around left thrice after run around right ->	" turn right run turn right run turn right run turn right run turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look
"	 turn right run turn right run turn right run turn right run turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look
jump around left thrice and look around right ->	" turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn right look turn right look turn right look turn right look
"	 turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn right look turn right look turn right look turn right look
look around left twice and run around left twice ->	" turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run
"	 turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left turn left run turn left run turn left run turn left run turn left run
run around left after walk around right thrice ->	" turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn left run turn left run turn left run turn left run
"	 turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn left run turn left run turn left run turn left run
jump around left thrice after run around left ->	" turn left run turn left run turn left run turn left run turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump
"	 turn left run turn left run turn left run turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump
walk around left thrice and run around left ->	" turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left run turn left run turn left run turn left run
"	 turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left run turn left run turn left run turn left run
look around right twice and run around left twice ->	" turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run
"	 turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn left run turn left run turn left run turn left run turn left run turn left run
look around left twice after jump around right twice ->	" turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look
"	 turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn left look turn left look turn left look turn left look turn left look turn left look turn left look
jump around right twice after look around right twice ->	" turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
"	 turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
turn around right twice after look around right thrice ->	" turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right turn right turn right turn right turn right turn right turn right turn right
"	 turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right turn right turn right turn right turn right turn right turn right turn right turn right
run around right thrice and walk around right ->	" turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right walk turn right walk turn right walk turn right walk
"	 turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right walk turn right walk turn right walk turn right walk
walk around left thrice and walk around left ->	" turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
"	 turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
jump around left and walk around right thrice ->	" turn left jump turn left jump turn left jump turn left jump turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
"	 turn left jump turn left jump turn left jump turn left jump turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
walk around left twice and run around left twice ->	" turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run
"	 turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left run turn left run turn left run turn left run
look around right thrice after turn around right twice ->	" turn right turn right turn right turn right turn right turn right turn right turn right turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look
"	 turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look
look around right twice after run around right twice ->	" turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look
"	 turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right look turn right look turn right look turn right look turn right look turn right look turn right look
turn around right twice after walk around right thrice ->	" turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right turn right turn right turn right turn right turn right turn right turn right
"	 turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right
jump around right and jump around right thrice ->	" turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
"	 turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
walk around right and walk around right thrice ->	" turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
"	 turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
run around left after walk around left thrice ->	" turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left run turn left run turn left run turn left run
"	 turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left run turn left run turn left run turn left run
jump around left twice and run around left twice ->	" turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run
"	 turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left run turn left run turn left run turn left run
walk around left after look around right thrice ->	" turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn left walk turn left walk turn left walk turn left walk
"	 turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn left walk turn left walk turn left walk turn left walk
walk around right thrice after run around left ->	" turn left run turn left run turn left run turn left run turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
"	 turn left run turn left run turn left run turn left run turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
look around left thrice after look around right ->	" turn right look turn right look turn right look turn right look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look
"	 turn right look turn right look turn right look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look
walk around right thrice after turn around left twice ->	" turn left turn left turn left turn left turn left turn left turn left turn left turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
"	 turn left turn left turn left turn left turn left turn left turn left turn left turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
walk around right thrice and walk around left ->	" turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn left walk turn left walk turn left walk turn left walk
"	 turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn left walk turn left walk turn left walk
run around right twice after walk around left twice ->	" turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run
"	 turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn right run turn right run turn right run turn right run turn right run
run around right after walk around right thrice ->	" turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right run turn right run turn right run turn right run
"	 turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right run turn right run turn right run turn right run
jump around left thrice and look around left ->	" turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left look turn left look turn left look turn left look
"	 turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left turn left look turn left look turn left look turn left look
jump around left thrice after look around right ->	" turn right look turn right look turn right look turn right look turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump
"	 turn right look turn right look turn right look turn right look turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump
walk around right twice after walk around right twice ->	" turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
"	 turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
look around right thrice after walk around right ->	" turn right walk turn right walk turn right walk turn right walk turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look
"	 turn right walk turn right walk turn right walk turn right walk turn right walk turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look
turn around right twice and walk around right thrice ->	" turn right turn right turn right turn right turn right turn right turn right turn right turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
"	 turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
run around right and jump around right thrice ->	" turn right run turn right run turn right run turn right run turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
"	 turn right run turn right run turn right run turn right run turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
jump around right thrice after turn around right twice ->	" turn right turn right turn right turn right turn right turn right turn right turn right turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
"	 turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
run around right thrice and walk around left ->	" turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn left walk turn left walk turn left walk turn left walk
"	 turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn right run turn left walk turn left walk turn left walk
run around right and walk around right thrice ->	" turn right run turn right run turn right run turn right run turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
"	 turn right run turn right run turn right run turn right run turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
jump around right thrice and turn around right twice ->	" turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right turn right turn right turn right turn right turn right turn right turn right
"	 turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right turn right turn right turn right turn right turn right turn right turn right turn right turn right
turn around right twice after run around left thrice ->	" turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn right turn right turn right turn right turn right turn right turn right turn right
"	 turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn right turn right turn right turn right turn right turn right turn right turn right
look around right and look around left thrice ->	" turn right look turn right look turn right look turn right look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look
"	 turn right look turn right look turn right look turn right look turn left look turn left look turn left look turn left look turn left look turn left look turn left look
run around left after jump around left thrice ->	" turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left run turn left run turn left run turn left run
"	 turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left jump turn left run turn left run turn left run turn left run
run around left thrice after jump around left ->	" turn left jump turn left jump turn left jump turn left jump turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run
"	 turn left jump turn left jump turn left jump turn left jump turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run
look around right thrice and walk around left ->	" turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn left walk turn left walk turn left walk turn left walk
"	 turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn right look turn left walk turn left walk turn left walk turn left walk
jump around right twice after jump around right twice ->	" turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
"	 turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
jump around left and jump around right thrice ->	" turn left jump turn left jump turn left jump turn left jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
"	 turn left jump turn left jump turn left jump turn left jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump
run around left after look around left thrice ->	" turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left run turn left run turn left run turn left run
"	 turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left run turn left run turn left run turn left run
run around right and look around left thrice ->	" turn right run turn right run turn right run turn right run turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look
"	 turn right run turn right run turn right run turn right run turn left look turn left look turn left look turn left look turn left look turn left look turn left look turn left look
run around right and walk around left thrice ->	" turn right run turn right run turn right run turn right run turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
"	 turn right run turn right run turn right run turn right run turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
run around left twice after jump around right twice ->	" turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn left run turn left run turn left run turn left run turn left run turn left run turn left run turn left run
"	 turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn left run turn left run turn left run turn left run turn left run turn left run
walk around left thrice after walk around left ->	" turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
"	 turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk turn left walk
jump around right twice and walk around right twice ->	" turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk
"	 turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right jump turn right walk turn right walk turn right walk turn right walk turn right walk
jump around left after walk around right thrice ->	" turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn left jump turn left jump turn left jump turn left jump
"	 turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn right walk turn left jump turn left jump turn left jump
